municipality,zip_code,ev_count
FAIRVIEW HEIGHTS,62208,38
ADDIEVILLE,62214,3
ALBERS,62215,1
AVISTON,62216,6
BALDWIN,62217,2
BARTELSO,62218,2
BECKEMEYER,62219,0
BELLEVILLE,62220,34
BELLEVILLE,62221,68
BELLEVILLE,62222,0
BELLEVILLE,62223,31
MASCOUTAH,62224,0
SCOTT AIR FORCE BASE,62225,8
BELLEVILLE,62226,58
BREESE,62230,10
CARLYLE,62231,10
CASEYVILLE,62232,24
CHESTER,62233,3
COLLINSVILLE,62234,33
COLUMBIA,62236,49
COULTERVILLE,62237,1
CUTLER,62238,0
DUPO,62239,2
EAST CARONDELET,62240,1
ELLIS GROVE,62241,0
EVANSVILLE,62242,0
FREEBURG,62243,8
FULTS,62244,0
GERMANTOWN,62245,3
GREENVILLE,62246,11
HAGARSTOWN,62247,0
HECKER,62248,0
HIGHLAND,62249,22
HOFFMAN,62250,0
HUEY,62252,0
KEYESPORT,62253,0
LEBANON,62254,9
LENZBURG,62255,0
MAEYSTOWN,62256,0
MARISSA,62257,5
MASCOUTAH,62258,26
MENARD,62259,0
MILLSTADT,62260,9
MODOC,62261,0
MULBERRY GROVE,62262,0
NASHVILLE,62263,4
NEW ATHENS,62264,4
NEW BADEN,62265,8
NEW MEMPHIS,62266,0
OAKDALE,62268,0
O FALLON,62269,114
OKAWVILLE,62271,2
PERCY,62272,1
PIERRON,62273,0
PINCKNEYVILLE,62274,2
POCAHONTAS,62275,5
PRAIRIE DU ROCHER,62277,0
RED BUD,62278,10
RENAULT,62279,0
ROCKWOOD,62280,0
SAINT JACOB,62281,7
SAINT LIBORY,62282,0
SMITHBORO,62284,0
SMITHTON,62285,3
SPARTA,62286,4
STEELEVILLE,62288,0
SUMMERFIELD,62289,0
TILDEN,62292,0
TRENTON,62293,4
TROY,62294,36
VALMEYER,62295,1
WALSH,62297,1
WATERLOO,62298,22
QUINCY,62301,15
QUINCY,62305,28
QUINCY,62306,0
ADRIAN,62310,0
AUGUSTA,62311,1
BARRY,62312,2
BASCO,62313,0
BAYLIS,62314,0
BOWEN,62316,0
CAMDEN,62319,0
CAMP POINT,62320,3
CARTHAGE,62321,2
CHAMBERSBURG,62323,0
CLAYTON,62324,0
COATSBURG,62325,0
COLCHESTER,62326,1
COLUSA,62329,0
DALLAS CITY,62330,3
ELVASTON,62334,0
FERRIS,62336,0
FOWLER,62338,3
GOLDEN,62339,0
GRIGGSVILLE,62340,0
HAMILTON,62341,1
HULL,62343,0
HUNTSVILLE,62344,0
KINDERHOOK,62345,0
LA PRAIRIE,62346,0
LIBERTY,62347,1
LIMA,62348,0
LORAINE,62349,0
MENDON,62351,0
MILTON,62352,0
MOUNT STERLING,62353,1
NAUVOO,62354,2
NEBO,62355,0
NEW CANTON,62356,1
NEW SALEM,62357,0
NIOTA,62358,0
PALOMA,62359,0
PAYSON,62360,0
PEARL,62361,0
PERRY,62362,0
PITTSFIELD,62363,3
PLAINVILLE,62365,0
PLEASANT HILL,62366,0
PLYMOUTH,62367,0
ROCKPORT,62370,0
SUTTER,62373,0
TENNESSEE,62374,0
TIMEWELL,62375,0
URSA,62376,0
VERSAILLES,62378,0
WARSAW,62379,0
WEST POINT,62380,0
EFFINGHAM,62401,18
ALLENDALE,62410,0
ALTAMONT,62411,0
ANNAPOLIS,62413,0
BEECHER CITY,62414,0
BIRDS,62415,0
BRIDGEPORT,62417,0
BROWNSTOWN,62418,1
CALHOUN,62419,0
CASEY,62420,3
CLAREMONT,62421,0
COWDEN,62422,0
DENNISON,62423,0
DIETERICH,62424,0
DUNDAS,62425,0
EDGEWOOD,62426,0
FLAT ROCK,62427,1
GREENUP,62428,1
HERRICK,62431,0
HIDALGO,62432,0
HUTSONVILLE,62433,0
INGRAHAM,62434,0
JANESVILLE,62435,0
JEWETT,62436,0
LAKEWOOD,62438,0
LAWRENCEVILLE,62439,5
LERNA,62440,0
MARSHALL,62441,7
MARTINSVILLE,62442,0
MASON,62443,0
MODE,62444,0
MONTROSE,62445,0
MOUNT ERIE,62446,0
NEOGA,62447,3
NEWTON,62448,1
OBLONG,62449,1
OLNEY,62450,3
PALESTINE,62451,1
PARKERSBURG,62452,0
ROBINSON,62454,2
SAINT ELMO,62458,1
SAINTE MARIE,62459,0
SAINT FRANCISVILLE,62460,0
SHUMWAY,62461,0
SIGEL,62462,0
STEWARDSON,62463,0
STOY,62464,0
STRASBURG,62465,0
SUMNER,62466,2
TEUTOPOLIS,62467,3
TOLEDO,62468,0
TRILLA,62469,0
VANDALIA,62471,3
WATSON,62473,2
WESTFIELD,62474,0
WEST LIBERTY,62475,0
WEST SALEM,62476,0
WEST UNION,62477,0
WEST YORK,62478,0
WHEELER,62479,0
WILLOW HILL,62480,0
YALE,62481,0
ARGENTA,62501,2
ASSUMPTION,62510,1
BEASON,62512,0
BLUE MOUND,62513,1
BOODY,62514,0
BUFFALO,62515,1
BULPITT,62517,0
CHESTNUT,62518,2
CORNLAND,62519,0
DAWSON,62520,1
DECATUR,62521,25
DECATUR,62522,15
DECATUR,62523,1
DECATUR,62524,0
DECATUR,62525,1
DECATUR,62526,17
DIVERNON,62530,0
EDINBURG,62531,2
ELWIN,62532,0
FARMERSVILLE,62533,0
FINDLAY,62534,0
FORSYTH,62535,11
GLENARM,62536,3
HARRISTOWN,62537,0
HARVEL,62538,0
ILLIOPOLIS,62539,0
KINCAID,62540,1
LAKE FORK,62541,0
LATHAM,62543,1
MACON,62544,0
MECHANICSBURG,62545,2
MORRISONVILLE,62546,0
MOUNT AUBURN,62547,0
MOUNT PULASKI,62548,2
MT ZION,62549,8
MOWEAQUA,62550,2
NIANTIC,62551,0
OCONEE,62553,0
OREANA,62554,2
OWANECO,62555,0
PALMER,62556,0
PANA,62557,2
PAWNEE,62558,2
RAYMOND,62560,0
RIVERTON,62561,5
ROCHESTER,62563,13
SHELBYVILLE,62565,2
STONINGTON,62567,0
TAYLORVILLE,62568,13
TOVEY,62570,0
TOWER HILL,62571,1
WAGGONER,62572,0
WARRENSBURG,62573,0
ALEXANDER,62601,0
ALSEY,62610,2
ARENZVILLE,62611,0
ASHLAND,62612,0
ATHENS,62613,4
AUBURN,62615,7
BATH,62617,0
BEARDSTOWN,62618,1
BLUFFS,62621,2
BLUFF SPRINGS,62622,0
BROWNING,62624,0
CANTRALL,62625,1
CARLINVILLE,62626,5
CHANDLERVILLE,62627,0
CHAPIN,62628,0
CHATHAM,62629,37
CHESTERFIELD,62630,0
CONCORD,62631,0
EASTON,62633,1
ELKHART,62634,2
EMDEN,62635,0
FRANKLIN,62638,2
FREDERICK,62639,0
GIRARD,62640,1
GREENVIEW,62642,2
HARTSBURG,62643,0
HAVANA,62644,8
HETTICK,62649,0
JACKSONVILLE,62650,15
JACKSONVILLE,62651,0
KILBOURNE,62655,0
LINCOLN,62656,4
LINCOLNS NEW SALEM,62659,0
LITERBERRY,62660,0
LOAMI,62661,0
LOWDER,62662,0
MANCHESTER,62663,1
MASON CITY,62664,0
MEREDOSIA,62665,0
MIDDLETOWN,62666,0
MODESTO,62667,0
MURRAYVILLE,62668,1
NEW BERLIN,62670,8
NEW HOLLAND,62671,0
NILWOOD,62672,0
OAKFORD,62673,0
PALMYRA,62674,0
PETERSBURG,62675,6
PLEASANT PLAINS,62677,8
RUSHVILLE,62681,2
SAN JOSE,62682,1
SCOTTVILLE,62683,0
SHERMAN,62684,13
SHIPMAN,62685,0
TALLULA,62688,1
THAYER,62689,1
VIRDEN,62690,3
VIRGINIA,62691,0
WAVERLY,62692,3
WILLIAMSVILLE,62693,3
WINCHESTER,62694,1
WOODSON,62695,0
SPRINGFIELD,62701,3
SPRINGFIELD,62702,28
SPRINGFIELD,62703,15
SPRINGFIELD,62704,107
SPRINGFIELD,62705,0
SPRINGFIELD,62706,0
SPRINGFIELD,62707,7
SPRINGFIELD,62708,0
SPRINGFIELD,62711,95
SPRINGFIELD,62712,31
SPRINGFIELD,62713,0
SPRINGFIELD,62715,0
SPRINGFIELD,62716,0
SPRINGFIELD,62719,0
SPRINGFIELD,62721,0
SPRINGFIELD,62722,0
SPRINGFIELD,62723,0
SPRINGFIELD,62726,0
SPRINGFIELD,62736,0
SPRINGFIELD,62739,0
SPRINGFIELD,62746,0
SPRINGFIELD,62756,0
SPRINGFIELD,62757,0
SPRINGFIELD,62761,0
SPRINGFIELD,62762,0
SPRINGFIELD,62763,0
SPRINGFIELD,62764,0
SPRINGFIELD,62765,0
SPRINGFIELD,62766,0
SPRINGFIELD,62767,0
SPRINGFIELD,62769,0
SPRINGFIELD,62776,0
SPRINGFIELD,62777,0
SPRINGFIELD,62781,0
SPRINGFIELD,62786,0
SPRINGFIELD,62791,0
SPRINGFIELD,62794,8
SPRINGFIELD,62796,0
CENTRALIA,62801,11
HOYLETON,62803,0
AKIN,62805,0
ALBION,62806,2
ALMA,62807,0
ASHLEY,62808,1
BARNHILL,62809,0
BELLE RIVE,62810,0
BELLMONT,62811,0
BENTON,62812,4
BLUFORD,62814,2
BONE GAP,62815,0
BONNIE,62816,0
BROUGHTON,62817,2
BROWNS,62818,0
BUCKNER,62819,0
BURNT PRAIRIE,62820,0
CARMI,62821,1
CHRISTOPHER,62822,2
CISNE,62823,0
CLAY CITY,62824,0
COELLO,62825,0
CROSSVILLE,62827,0
DAHLGREN,62828,0
DALE,62829,0
DIX,62830,1
DU BOIS,62831,0
DU QUOIN,62832,4
ELLERY,62833,0
EMMA,62834,0
ENFIELD,62835,0
EWING,62836,0
FAIRFIELD,62837,0
FARINA,62838,0
FLORA,62839,5
FRANKFORT HEIGHTS,62840,0
FREEMAN SPUR,62841,0
GEFF,62842,0
GOLDEN GATE,62843,0
GRAYVILLE,62844,0
INA,62846,0
IOLA,62847,0
IRVINGTON,62848,0
IUKA,62849,0
JOHNSONVILLE,62850,0
KEENES,62851,0
KEENSBURG,62852,0
KELL,62853,0
KINMUNDY,62854,0
LANCASTER,62855,0
LOGAN,62856,0
LOOGOOTEE,62857,0
LOUISVILLE,62858,1
MC LEANSBORO,62859,0
MACEDONIA,62860,0
MAUNIE,62861,0
MILL SHOALS,62862,0
MOUNT CARMEL,62863,3
MOUNT VERNON,62864,21
MULKEYTOWN,62865,2
NASON,62866,0
NEW HAVEN,62867,0
NOBLE,62868,0
NORRIS CITY,62869,2
ODIN,62870,0
OMAHA,62871,0
OPDYKE,62872,0
ORIENT,62874,0
PATOKA,62875,0
RADOM,62876,0
RICHVIEW,62877,0
RINARD,62878,0
SAILOR SPRINGS,62879,0
SAINT PETER,62880,0
SALEM,62881,11
SANDOVAL,62882,0
SCHELLER,62883,0
SESSER,62884,0
SHOBONIER,62885,0
SIMS,62886,0
SPRINGERTON,62887,0
TAMAROA,62888,0
TEXICO,62889,2
THOMPSONVILLE,62890,1
VALIER,62891,0
VERNON,62892,0
WALNUT HILL,62893,0
WALTONVILLE,62894,0
WAYNE CITY,62895,1
WEST FRANKFORT,62896,6
WHITTINGTON,62897,1
WOODLAWN,62898,3
XENIA,62899,0
CARBONDALE,62901,31
CARBONDALE,62902,7
CARBONDALE,62903,4
ALTO PASS,62905,1
ANNA,62906,2
AVA,62907,0
BELKNAP,62908,1
BOLES,62909,0
BROOKPORT,62910,1
BUNCOMBE,62912,0
CAIRO,62914,0
CAMBRIA,62915,0
CAMPBELL HILL,62916,0
CARRIER MILLS,62917,0
CARTERVILLE,62918,23
CAVE IN ROCK,62919,0
COBDEN,62920,6
COLP,62921,0
CREAL SPRINGS,62922,1
CYPRESS,62923,0
DE SOTO,62924,1
DONGOLA,62926,2
DOWELL,62927,0
EDDYVILLE,62928,0
ELDORADO,62930,2
ELIZABETHTOWN,62931,0
ELKVILLE,62932,3
ENERGY,62933,0
EQUALITY,62934,0
GALATIA,62935,0
GOLCONDA,62938,0
GOREVILLE,62939,2
GORHAM,62940,1
GRAND CHAIN,62941,0
GRAND TOWER,62942,0
GRANTSBURG,62943,0
HAMLETSBURG,62944,0
HARRISBURG,62946,4
HEROD,62947,0
HERRIN,62948,6
HURST,62949,0
JACOB,62950,0
JOHNSTON CITY,62951,8
JONESBORO,62952,0
JOPPA,62953,0
JUNCTION,62954,0
KARBERS RIDGE,62955,0
KARNAK,62956,0
MC CLURE,62957,0
MAKANDA,62958,7
MARION,62959,20
METROPOLIS,62960,8
MILLCREEK,62961,0
MILLER CITY,62962,0
MOUND CITY,62963,0
MOUNDS,62964,1
MUDDY,62965,0
MURPHYSBORO,62966,10
NEW BURNSIDE,62967,0
OLIVE BRANCH,62969,0
OLMSTED,62970,0
ORAVILLE,62971,0
OZARK,62972,0
PERKS,62973,0
PITTSBURG,62974,0
POMONA,62975,0
PULASKI,62976,0
RALEIGH,62977,0
RIDGWAY,62979,1
ROSICLARE,62982,0
ROYALTON,62983,1
SHAWNEETOWN,62984,0
SIMPSON,62985,0
STONEFORT,62987,1
TAMMS,62988,0
THEBES,62990,1
ULLIN,62992,1
UNITY,62993,0
VERGENNES,62994,1
VIENNA,62995,0
VILLA RIDGE,62996,0
WILLISVILLE,62997,0
WOLF LAKE,62998,0
ZEIGLER,62999,0
UNKNOWN,99999,328
